1,-3.188396,55.944425,290,-3.1882933939570024,55.944143092213764,null
2,-3.1882933939570024,55.944143092213764,290,-3.188190787914005,55.943861184427526,null
3,-3.188190787914005,55.943861184427526,290,-3.188088181871007,55.94357927664129,null
4,-3.188088181871007,55.94357927664129,290,-3.1879855758280096,55.94329736885505,gums.clock.modes
5,-3.1879855758280096,55.94329736885505,190,-3.1882810181539134,55.94324527440175,null
6,-3.1882810181539134,55.94324527440175,180,-3.1885810181539136,55.94324527440175,groups.ideas.script
7,-3.1885810181539136,55.94324527440175,180,-3.188881018153914,55.94324527440175,null
8,-3.188881018153914,55.94324527440175,180,-3.189181018153914,55.94324527440175,null
9,-3.189181018153914,55.94324527440175,180,-3.189481018153914,55.94324527440175,null
10,-3.189481018153914,55.94324527440175,170,-3.189776460479818,55.94329736885505,null
11,-3.189776460479818,55.94329736885505,180,-3.190076460479818,55.94329736885505,arts.dish.scarcely
12,-3.190076460479818,55.94329736885505,210,-3.1903362681009537,55.94314736885505,null
13,-3.1903362681009537,55.94314736885505,220,-3.1905660814338894,55.942954532572145,tonic.bliss.cove
14,-3.1905660814338894,55.942954532572145,190,-3.1908615237597933,55.94290243811884,null
15,-3.1908615237597933,55.94290243811884,190,-3.191156966085697,55.94285034366554,along.spill.limp
16,-3.191156966085697,55.94285034366554,90,-3.191156966085697,55.94315034366554,null
17,-3.191156966085697,55.94315034366554,90,-3.191156966085697,55.943450343665546,null
18,-3.191156966085697,55.943450343665546,80,-3.191104871632397,55.94374578599145,spicy.bunch.shady
19,-3.191104871632397,55.94374578599145,100,-3.191156966085697,55.94404122831736,null
20,-3.191156966085697,55.94404122831736,90,-3.191156966085697,55.94434122831736,paying.crowd.weep
21,-3.191156966085697,55.94434122831736,110,-3.1912595721286947,55.9446231361036,null
22,-3.1912595721286947,55.9446231361036,110,-3.1913621781716923,55.94490504388984,null
23,-3.1913621781716923,55.94490504388984,110,-3.19146478421469,55.94518695167608,hills.feels.tunes
24,-3.19146478421469,55.94518695167608,30,-3.1912049765935544,55.945336951676076,null
25,-3.1912049765935544,55.945336951676076,20,-3.1909230688073187,55.94543955771908,null
26,-3.1909230688073187,55.94543955771908,30,-3.190663261186183,55.945589557719074,null
27,-3.190663261186183,55.945589557719074,20,-3.1903813533999474,55.945692163762075,null
28,-3.1903813533999474,55.945692163762075,30,-3.190121545778812,55.94584216376207,null
29,-3.190121545778812,55.94584216376207,20,-3.189839637992576,55.945944769805074,love.behind.orchestra
30,-3.189839637992576,55.945944769805074,280,-3.189787543539276,55.94564932747917,turkey.limit.ramp
31,-3.189787543539276,55.94564932747917,330,-3.1895277359181406,55.94549932747917,null
32,-3.1895277359181406,55.94549932747917,320,-3.189297922585205,55.94530649119626,null
33,-3.189297922585205,55.94530649119626,330,-3.1890381149640694,55.945156491196265,number.exist.rate
34,-3.1890381149640694,55.945156491196265,70,-3.188935508921072,55.9454383989825,shady.soft.phones
35,-3.188935508921072,55.9454383989825,50,-3.188742672638166,55.94566821231544,stops.else.chats
36,-3.188742672638166,55.94566821231544,0,-3.188442672638166,55.94566821231544,skills.less.herb
37,-3.188442672638166,55.94566821231544,10,-3.188147230312262,55.94572030676874,null
38,-3.188147230312262,55.94572030676874,10,-3.187851787986358,55.945772401222044,null
39,-3.187851787986358,55.945772401222044,10,-3.1875563456604543,55.945824495675346,slips.mass.baking
40,-3.1875563456604543,55.945824495675346,340,-3.1872744378742186,55.945721889632345,null
41,-3.1872744378742186,55.945721889632345,340,-3.186992530087983,55.945619283589345,spent.spoon.bolt
42,-3.186992530087983,55.945619283589345,10,-3.186697087762079,55.94567137804265,hidden.handle.softly
43,-3.186697087762079,55.94567137804265,30,-3.1864372801409435,55.945821378042645,posts.kicked.universally
44,-3.1864372801409435,55.945821378042645,20,-3.186155372354708,55.945923984085645,null
45,-3.186155372354708,55.945923984085645,20,-3.185873464568472,55.946026590128646,renew.slows.basket
46,-3.185873464568472,55.946026590128646,0,-3.185573464568472,55.946026590128646,null
47,-3.185573464568472,55.946026590128646,0,-3.1852734645684717,55.946026590128646,prime.rent.silk
48,-3.1852734645684717,55.946026590128646,310,-3.185080628285566,55.94579677679571,rider.aura.bulb
49,-3.185080628285566,55.94579677679571,310,-3.18488779200266,55.945566963462774,null
50,-3.18488779200266,55.945566963462774,310,-3.1846949557197544,55.94533715012984,settle.title.united
51,-3.1846949557197544,55.94533715012984,270,-3.1846949557197544,55.945037150129835,null
52,-3.1846949557197544,55.945037150129835,270,-3.1846949557197544,55.94473715012983,null
53,-3.1846949557197544,55.94473715012983,270,-3.1846949557197544,55.94443715012983,null
54,-3.1846949557197544,55.94443715012983,260,-3.1847470501730544,55.94414170780392,null
55,-3.1847470501730544,55.94414170780392,270,-3.1847470501730544,55.94384170780392,rider.mile.lime
56,-3.1847470501730544,55.94384170780392,250,-3.184849656216052,55.94355980001768,null
57,-3.184849656216052,55.94355980001768,260,-3.184901750669352,55.943264357691774,brings.remedy.latter
58,-3.184901750669352,55.943264357691774,200,-3.1851836584555877,55.94316175164877,null
59,-3.1851836584555877,55.94316175164877,190,-3.1854791007814915,55.94310965719547,toned.deflection.bland
60,-3.1854791007814915,55.94310965719547,190,-3.1857745431073954,55.94305756274217,null
61,-3.1857745431073954,55.94305756274217,180,-3.1860745431073956,55.94305756274217,null
62,-3.1860745431073956,55.94305756274217,190,-3.1863699854332994,55.94300546828887,hers.banks.goat
63,-3.1863699854332994,55.94300546828887,50,-3.1861771491503936,55.9432352816218,null
64,-3.1861771491503936,55.9432352816218,50,-3.185984312867488,55.94346509495474,record.sofa.sock
65,-3.185984312867488,55.94346509495474,80,-3.185932218414188,55.943760537280646,null
66,-3.185932218414188,55.943760537280646,80,-3.185880123960888,55.94405597960655,null
67,-3.185880123960888,55.94405597960655,80,-3.185828029507588,55.94435142193246,atoms.vanish.foods
68,-3.185828029507588,55.94435142193246,150,-3.1860878371287233,55.94450142193246,null
69,-3.1860878371287233,55.94450142193246,150,-3.186347644749859,55.944651421932456,null
70,-3.186347644749859,55.944651421932456,150,-3.1866074523709944,55.94480142193245,laws.merit.bleak
71,-3.1866074523709944,55.94480142193245,210,-3.18686725999213,55.944651421932456,artist.gets.react
72,-3.18686725999213,55.944651421932456,200,-3.1871491677783657,55.944548815889455,only.fairly.rift
73,-3.1871491677783657,55.944548815889455,210,-3.187408975399501,55.94439881588946,null
74,-3.187408975399501,55.94439881588946,210,-3.1876687830206367,55.94424881588946,bound.ends.matter
75,-3.1876687830206367,55.94424881588946,160,-3.1879506908068724,55.94435142193246,thank.salsa.brain
76,-3.1879506908068724,55.94435142193246,170,-3.1882461331327763,55.94440351638576,null
